club_name,canonical_name,league_name,city,state,source_url,website,website_status,website_discovered_at,source_type,website_source
Piscataway SC,Piscataway,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.piscatawaysoccer.org/,,,,database
Pitch Gladiators SA,Pitch Gladiators Sa,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/club/new-york-east/50022984,,,,database
Player Technique Academy,Player Technique Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://ptasoccer.com/,,,,database
Princeton FC,Princeton,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://princetonsocceracademy.com/,,,,database
PSA Football Club,Psa Football,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.psaplano.org/Home/Sports/Football.aspx,,,,database
PW Nova,Pw Nova,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/team/11718631,,,,database
Q World FC,Q World,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://qworldsoccer.com/,,,,database
Rahway Youth Soccer,Rahway,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.maxpreps.com/nj/rahway/rahway-indians/soccer/,,,,database
Ramapo Valley Soccer Club,Ramapo Valley,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://rvsoccer.sportngin.com/,,,,database
Rancocas Valley SC,Rancocas Valley,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.rvsoccerclub.org/,,,,database
Real Elite FC,Real Elite,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.realelitefc.com/,search,2026-04-12T02:38:44.979451+00:00,,
Red Bank FC,Red Bank,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://redbank-fc.org/,,,,database
Reisterstown FC,Reisterstown,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://reisterstownrec.com/soccer/,,,,database
Ridgefield Football Club,Ridgefield Football,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://rhsfootball.teamsnapsites.com/,,,,database
River Dell Blackhawks SC,River Dell Blackhawks,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://riverdellblackhawks.com/,,,,database
Rockville Olney Soccer Academy Legends,Rockville Olney Academy Legends,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/club/maryland/50003845,search,2026-04-12T02:38:46.542386+00:00,,
Roselle Park Soccer Club,Roselle Park,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.roselleparksoccer.com/,,,,database
Rumson Futbol Club,Rumson Futbol,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.rumsonfc.com/Default.aspx?tabid=1091941&mid=1142339&newskeyid=HN1&newsid=389076&ctl=newsdetail,,,,database
RYSA Wildcats Youth Soccer,Rysa Wildcats,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.rysawildcats.com/,,,,database
SAC/BA,Sac/Ba,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.sackick.com/,,,,database
Sandy Spring Soccer Club,Sandy Spring,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.sandyspringsoccer.org/,,,,database
SB4U Academy,Sb4U Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://sb4u.sportngin.com/,,,,database
Scarsdale,Scarsdale,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.scarsdalesoccer.net/,,,,database
SCP Youth Soccer,Scp,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.scpyouthsoccer.org/,,,,database
SFL Club,Sfl,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.sflsoccer.org/,,,,database
Shamrock Soccer Academy,Shamrock Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.dublinsoccer.org/shamrock,,,,database
Shore FC,Shore,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://espremiersoccer.com/eastern-shore-premier-soccer-league/,,,,database
Skylands United,Skylands,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.skylandssoccerclub.com/,,,,database
SNK Soccer - Tournament Team,Snk - Tournament Team,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/team/11705907,search,2026-04-12T02:38:48.059685+00:00,,
Soccer By Rachel,By Rachel,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://soccerbyrachel.com/,,,,database
SOMA FC,Soma,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.somafc.org/,,,,database
South Bowie Boys and Girls Club,South Bowie And,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://southbowiesharks.org/,search,2026-04-12T02:38:49.646953+00:00,,
South Brunswick,South Brunswick,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://sbscintown.sportngin.com/,,,,database
South River Youth Athletics,South River Athletics,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://southriverathletics.net/main/teamschedule/id/5011/seasonid/4784009,,,,database
SPFSC EP3,Spfsc Ep3,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/club/new-jersey/50046363,,,,database
Sportfriends Soccer Club,Sportfriends,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://sportfriendssc.org/,,,,database
Sporting AC New Jersey,Sporting New Jersey,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.sportingac.com/nj,,,,database
Sporting Club Premier (NJ),Sporting Premier,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,,,,,
ST23,St23,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.st23academy.com,,,,database
Stafford Soccer Club,Stafford,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,"https://www.causeiq.com/organizations/stafford-soccer-club,223177738/",,,,database
Stateline SC,Stateline,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://statelinesc.com/,,,,database
Staten Island Soccer Club,Staten Island,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.statenislandsoccerclub.org/,,,,database
Steel United NJ,Steel Nj,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://ny.steelunited.com/,search,2026-04-12T02:38:52.647780+00:00,,
Sterling Soccer Club,Sterling,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://sterlingsoccerclub.org/,,,,database
STL Football Club,Stl Football,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.etsy.com/market/stl_football,,,,database
St. Mary's Soccer,St. Mary'S,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://smcmathletics.com/sports/mens-soccer,,,,database
Strikers Futbol Academy,Strikers Futbol Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://strikersfutbolhoboken.squarespace.com/,,,,database
Summit SC,Summit,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://thesummitleague.org/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY/3yUPOfgLQ1jDWOAJnHEsUYa0XpmO02qtpK4imfzftC3YPAhohElyzHDF5i3YBThX7YRGkAP96U6oXrqS2bgU/yc1PopsEaQwC3AD49mPqXVbj6g%3D&path=msoc,,,,database
Sunset United,Sunset,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.sunsetfc.com,,,,database
Susquehanna Football Club,Susquehanna Football,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.susquehannafootballclub.com,,,,database
Talento Soccer School,Talento School,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.talentosoccerschoolus.com/,search,2026-04-12T02:38:54.198474+00:00,,
TBAA,Tbaa,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://tbaa.net/,,,,database
The Academy of Central Florida,The Academy Of Central Florida,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://theacademycfl.com/,,,,database
The Soccer Academy of NJ,The Academy Of Nj,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,http://thesocceracademyofnj.com/,search,2026-04-12T02:38:55.743281+00:00,,
Thunder SC of Howard County,Thunder Of Howard County,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/team/300218502,search,2026-04-12T02:38:57.285380+00:00,,
Titanes SC,Titanes,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://us.soccerway.com/team/titanes-fc/6eug9B26/,,,,database
TOCA JUNIORS FC,Toca Juniors,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.tocajuniors.com/,,,,database
Toms River FC,Toms River,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.tomsriverfc.com/,,,,database
Touch Kings Football Club,Touch Kings Football,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/club/maryland/50003882,,,,database
Towsontowne Soccer,Towsontowne,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://towsontownesoccer.com/,,,,database
Towson United,Towson,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.towsonclubsoccer.com/,,,,database
Tri-State Soccer Academy,Tri-State Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://tristatesocceracademy.com/,search,2026-04-12T02:38:58.841882+00:00,,
TSF Academy - NJ,Tsf Academy - Nj,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/club/new-jersey/50018473,,,,database
Twin County Soccer Association,Twin County Association,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://twincountysoccer.org/,search,2026-04-12T02:39:00.414924+00:00,,
Union County Fútbol Soccer Club,Union County Fútbol,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,,,,,
United Elite Soccer Inc,Elite Inc,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/club/maryland/50003891,search,2026-04-12T02:39:03.407276+00:00,,
Upper 90 Soccer Academy NJ,Upper 90 Academy Nj,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://home.gotsoccer.com/(X(1))/rankings/team.aspx?TeamID=1625912,search,2026-04-12T02:39:04.958519+00:00,,
Upper Freehold/Allentown SA,Upper Freehold/Allentown Sa,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/team/300145224,search,2026-04-12T02:39:06.479539+00:00,,
USA Elite Soccer Academy,Usa Elite Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.usaelitefc.com,,,,database
Valencia Soccer Academy,Valencia Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.valenciacfacademy-seattle.com/vcf-academy-seattle-teams,,,,database
Vikings FC,Vikings,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.vikingsfc.org/,,,,database
Village Club Football,Village Football,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://playclubsoccer.org/club/village-club-football,search,2026-04-12T02:39:08.027864+00:00,,
Vineland SA,Vineland Sa,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.vinelandsoccer.com/Default.aspx?tabid=1797104,,,,database
Virginia Independent Soccer Team Association,Virginia Independent Team Association,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,"https://www.causeiq.com/organizations/virginia-independent-soccer-team-association,521208709/",search,2026-04-12T02:39:09.611009+00:00,,
Wall Soccer Club,Wall,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://highschoolsports.nj.com/school/wall-wall/boyssoccer,,,,database
Washington Capital United,Washington Capital,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.wcunited.org/,,,,database
Wayne Soccer Club,Wayne,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.waynenjsoccer.org/,,,,database
West Essex FC,West Essex,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.westessexfc.com/,,,,database
West Morris SC,West Morris,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.westmorrissoccer.org/,,,,database
West New York SC,West New York,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.westnewyorknj.org/departments/recreation/,,,,database
West Orange United FC,West Orange,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.westorangeathletics.com/,,,,database
West Virginia Futbol Club,West Virginia Futbol,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://westvirginiafutbolclub.com/wvfc-capital-cup,,,,database
Woodbridge Twp Youth Soccer,Woodbridge Twp,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://youthsoccergames.com/club/new-jersey/50005398,,,,database
World Class Premier,World Class Premier,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.worldclasspremier.net/,,,,database
World Elite Soccer Academy,World Elite Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://worldelitesocceracademy.com/,search,2026-04-12T02:39:11.174492+00:00,,
XAFC NJ,Xafc Nj,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://xafcnj.com/,,,,database
XMD Soccer Club,Xmd,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.xmdsoccer.org/xeneizesmd,,,,database
Dragons Soccer Club,Dragons,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,https://www.maxpreps.com/dc/washington/dc-international-dragons/soccer/schedule/all-time/,,,,database
Glen Rock United,Glen Rock,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,https://glenrockunited.org/,,,,database
Huntington Inter FC,Huntington Inter,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,https://www.huntingtonfc.com/,,,,database
Mountainside FC,Mountainside,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,https://www.mountainsidesocceracademy.com/,,,,database
NASA United,Nasa,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,https://www.nasatophat.com/,,,,database
Ole FC,Ole,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,https://soccerole.org/,,,,database
Progressive Youth Soccer Club,Progressive,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,http://progressivesoccertraining.com/,,,,database
SFC 1924,1924,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,https://niskayunasoccerclub.org/,,,,brave_search
Z - Koru Soccer Academy,Z - Koru Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44330/clubs,,,,,
Practical Transformation Athletics,Practical Transformation Athletics,EDP Soccer,,,https://system.gotsport.com/org_event/events/44331/clubs,,,,,
Superstars FC,Superstars,EDP Soccer,,,https://system.gotsport.com/org_event/events/44331/clubs,https://www.soccersuperstars.org/,,,,database
Top Level Futbol,Top Level Futbol,EDP Soccer,,,https://system.gotsport.com/org_event/events/44331/clubs,https://www.toplevelfutbol.com/,,,,database
Two Rivers Soccer Club,Two Rivers,EDP Soccer,,,https://system.gotsport.com/org_event/events/44331/clubs,https://www.tworiverssoccer.com/,,,,database
BUSA Frederick,Busa Frederick,EDP Soccer,,,https://system.gotsport.com/org_event/events/44332/clubs,https://programs.brazilianunited.com/busa-academy/frederick,,,,database
Elite Kickers,Elite Kickers,EDP Soccer,,,https://system.gotsport.com/org_event/events/44332/clubs,https://elitekickers.com/,,,,database
